gold	12	7	13	6
complaint	12	5	12	5
rush	12	5	11	6
members	12	5	8	9
enjoyable	12	5	4	13
neat	12	2	4	10
equipped	12	1	6	7
money	11	95	44	62
checking	11	46	27	30
either	11	45	27	29
spend	11	41	14	38
working	11	37	27	21
wifi	11	35	27	19
why	11	34	32	13
brought	11	29	17	23
delivered	11	23	23	11
due	11	22	18	15
system	11	22	15	18
personal	11	22	10	23
company	11	20	20	11
linens	11	19	11	19
sound	11	18	17	12
type	11	17	13	15
job	11	15	14	12
anywhere	11	14	17	8
taking	11	14	13	12
returning	11	13	7	17
chance	11	13	7	17
treat	11	12	8	15
ride	11	11	15	7
worked	11	11	9	13
particularly	11	11	8	14
complaints	11	9	12	8
stars	11	9	7	13
didnt	11	8	12	7
beat	11	7	13	5
station	11	7	11	7
boutique	11	6	11	6
o	11	5	11	5
charm	11	4	12	3
outstanding	11	4	9	6
shop	11	4	6	9
chic	11	3	6	8
pricey	11	2	8	5
efficient	11	1	10	2
marble	11	1	6	6
exceptional	11	1	4	8
aquarium	11	1	3	9
relaxed	11	1	2	10
john	11	0	11	0
stunning	11	0	4	7
sleek	11	0	4	7
breathtaking	11	0	4	7
his	10	58	41	27
same	10	54	48	16
hear	10	41	32	19
rather	10	41	23	28
might	10	39	30	19
tell	10	39	29	20
heard	10	37	30	17
online	10	37	18	29
order	10	35	27	18
request	10	34	29	15
point	10	34	19	25
turn	10	29	24	15
past	10	27	21	16
decent	10	24	18	16
upgrade	10	23	23	10
booking	10	19	14	15
wi	10	19	9	20
fi	10	19	9	20
airport	10	18	19	9
complete	10	18	14	14
son	10	15	14	11
served	10	12	11	11
cannot	10	11	10	11
reading	10	10	13	7
watch	10	10	6	14
starbucks	10	9	9	10
nicely	10	8	11	7
surprise	10	7	13	4
july	10	7	12	5
fit	10	6	6	10
program	10	5	13	2
directions	10	5	9	6
inviting	10	5	8	7
important	10	5	7	8
designed	10	5	5	10
appreciated	10	4	8	6
tour	10	4	8	6
stylish	10	4	4	10
bus	10	3	11	2
activities	10	3	7	6
advantage	10	3	3	10
museums	10	3	3	10
subway	10	2	12	0
mall	10	1	11	0
institute	10	1	6	5
die	10	0	2	8
told	9	168	106	71
until	9	72	41	40
put	9	54	41	22
under	9	43	37	15
him	9	38	22	25
does	9	37	27	19
ok	9	34	29	14
ended	9	34	21	22
average	9	31	19	21
rest	9	25	13	21
start	9	24	17	16
options	9	24	17	16
convention	9	21	16	14
main	9	18	18	9
run	9	18	17	10
incredibly	9	18	15	12
children	9	17	5	21
mind	9	15	15	9
sofa	9	14	22	1
table	9	14	19	4
experienced	9	14	11	12
bars	9	13	16	6
chain	9	13	13	9
mentioned	9	12	16	5
train	9	11	18	2
based	9	11	14	6
glad	9	10	12	7
possible	9	10	12	7
cafe	9	10	11	8
usually	9	9	8	10
doormen	9	8	16	1
south	9	8	12	5
frequent	9	8	10	7
trips	9	8	8	9
deluxe	9	8	6	11
minor	9	7	10	6
swimming	9	7	9	7
taste	9	7	6	10
chocolate	9	6	11	4
prefer	9	6	9	6
attached	9	5	14	0
pleasantly	9	5	6	8
satisfied	9	5	4	10
meetings	9	5	4	10
maker	9	4	11	2
pass	9	4	7	6
impressive	9	4	6	7
apartment	9	3	7	5
facilities	9	3	5	7
helping	9	3	2	10
skyline	9	3	2	10
sights	9	2	6	5
perfectly	9	2	4	7
whether	9	2	2	9
tvs	9	1	7	3
amazed	9	1	3	7
royalty	9	1	2	8
bathrobes	9	0	5	4
prompt	9	0	4	5
disappointed	8	95	45	58
later	8	63	42	29
sheets	8	54	22	40
non	8	52	31	29
waiting	8	48	28	28
tried	8	44	30	22
elevators	8	43	48	3
cleaning	8	35	13	30
turned	8	28	6	30
maybe	8	24	20	12
review	8	21	21	8
lady	8	20	13	15
doors	8	19	16	11
flight	8	19	9	18
shampoo	8	18	14	12
recent	8	18	3	23
provide	8	17	8	17
stuff	8	15	14	9
additional	8	15	12	11
positive	8	14	11	11
afternoon	8	14	11	11
television	8	14	2	20
list	8	12	8	12
summer	8	11	10	9
option	8	11	7	12
renovated	8	10	12	6
true	8	10	9	9
fault	8	8	12	4
compared	8	8	10	6
normally	8	8	7	9
conveniently	8	8	6	10
sight	8	8	3	13
gift	8	7	13	2
boyfriend	8	7	11	4
suggested	8	7	10	5
prepared	8	7	8	7
traveled	8	7	7	8
smile	8	6	9	5
everywhere	8	6	9	5
alone	8	6	8	6
spot	8	6	7	7
ambiance	8	6	5	9
inch	8	6	4	10
sightseeing	8	5	9	4
goes	8	5	9	4
wow	8	5	7	6
sister	8	5	7	6
willing	8	5	6	7
features	8	5	2	11
flowers	8	4	11	1
snacks	8	4	10	2
health	8	4	7	5
affordable	8	4	5	7
planning	8	4	3	9
aria	8	3	8	3
classic	8	3	5	6
elegance	8	3	3	8
hotwire	8	2	10	0
touches	8	2	9	1
daily	8	2	8	2
honeymoon	8	2	4	6
el	8	1	9	0
theater	8	1	8	1
possibly	8	1	4	5
situated	8	1	4	5
n	8	0	8	0
steps	8	0	6	2
robes	8	0	6	2
warmly	8	0	3	5
cocktail	8	0	2	6
definetly	8	0	2	6
finally	7	134	40	101
-4t	7	62	48	21
instead	7	43	28	22
seems	7	34	16	25
trying	7	30	21	16
cheap	7	30	18	19
paying	7	29	21	15
change	7	28	23	12
seem	7	28	17	18
started	7	27	11	23
looks	7	22	8	21
oh	7	21	22	6
chair	7	20	21	6
keep	7	20	20	7
between	7	20	16	11
items	7	20	12	15
hallways	7	19	20	6
course	7	19	17	9
bottle	7	18	19	6
red	7	17	19	5
considering	7	17	9	15
none	7	16	12	11
bother	7	16	11	12
major	7	15	17	5
sitting	7	15	14	8
write	7	15	13	9
asking	7	15	12	10
glass	7	15	11	11
cleanliness	7	15	5	17
totally	7	14	12	9
previous	7	13	16	4
often	7	13	12	8
comes	7	13	10	10
exactly	7	13	9	11
furnishings	7	13	9	11
american	7	12	9	10
older	7	11	17	1
state	7	11	9	9
matter	7	11	9	9
pick	7	11	7	11
beer	7	10	9	8
mean	7	10	6	11
picked	7	10	6	11
public	7	9	13	3
store	7	9	13	3
picture	7	9	11	5
stays	7	9	10	6
sunday	7	7	13	1
selection	7	7	10	4
tasted	7	7	5	9
remember	7	6	9	4
birthday	7	6	9	4
feature	7	6	8	5
chairs	7	6	8	5
trendy	7	6	8	5
finding	7	6	6	7
girls	7	6	6	7
themselves	7	6	4	9
self	7	5	10	2
forget	7	5	5	7
june	7	4	10	1
transportation	7	4	9	2
newspaper	7	4	7	4
terrace	7	4	7	4
thoroughly	7	4	5	6
ideal	7	4	5	6
interesting	7	3	6	4
overlooking	7	3	5	5
worried	7	3	5	5
impeccable	7	3	4	6
nicest	7	3	4	6
headed	7	3	2	8
breath	7	3	1	9
travelzoo	7	2	9	0
tons	7	2	8	1
field	7	2	7	2
history	7	2	7	2
hesitate	7	2	7	2
cities	7	2	7	2
breeze	7	2	5	4
knowledgeable	7	2	5	4
amenity	7	2	4	5
provides	7	2	4	5
ease	7	2	3	6
pampered	7	2	0	9
architecture	7	1	5	3
beach	7	1	5	3
pizza	7	1	5	3
bonus	7	1	5	3
clients	7	1	4	4
delighted	7	1	4	4
stepped	7	1	2	6
married	7	1	0	8
works	7	0	7	0
roomy	7	0	6	1
fare	7	0	5	2
feather	7	0	3	4
shedd	7	0	1	6
cold	6	62	27	41
wrong	6	45	16	35
half	6	43	20	29
slow	6	40	23	23
already	6	40	20	26
wall	6	38	32	12
charged	6	38	32	12
twice	6	31	19	18
paper	6	30	17	19
light	6	29	21	14
noticed	6	28	13	21
moved	6	27	13	20
weren	6	26	19	13
behind	6	25	15	16
dark	6	23	22	7
lost	6	21	15	12
doing	6	21	13	14
ago	6	19	15	10
opened	6	17	13	10
reason	6	17	11	12
attention	6	17	10	13
checkout	6	16	16	6
sit	6	16	16	6
closet	6	15	17	4
perhaps	6	15	15	6
nicer	6	15	14	7
number	6	15	12	9
trouble	6	15	10	11
sleeping	6	15	7	14
directly	6	14	17	3
saturday	6	13	16	3
customers	6	13	12	7
ten	6	13	11	8
hall	6	12	10	8
answered	6	12	10	8
sat	6	12	9	9
hit	6	12	4	14
fixtures	6	11	11	6
corporate	6	11	10	7
photos	6	11	9	8
showed	6	11	8	9
arranged	6	10	12	4
executive	6	10	6	10
placed	6	9	11	4
recommendations	6	9	9	6
held	6	9	6	9
maintained	6	9	6	9
notice	6	9	5	10
eggs	6	9	5	10
opinion	6	8	8	6
anytime	6	8	4	10
points	6	7	12	1
facility	6	7	8	5
haven	6	7	7	6
means	6	7	6	7
champagne	6	7	6	7
suggest	6	7	4	9
filled	6	7	4	9
grand	6	7	3	10
attended	6	6	9	3
slippers	6	6	8	4
equipment	6	6	6	6
maids	6	6	5	7
cheese	6	6	5	7
com	6	5	10	1
usual	6	5	8	3
central	6	5	8	3
upper	6	5	8	3
serve	6	5	5	6
body	6	5	4	7
unique	6	5	4	7
hardly	6	5	4	7
attractive	6	4	8	2
juice	6	4	8	2
concern	6	4	6	4
tourist	6	4	6	4
base	6	4	5	5
wants	6	4	5	5
historic	6	3	8	1
passes	6	3	8	1
radio	6	3	7	2
locations	6	3	6	3
mostly	6	3	5	4
hang	6	3	5	4
gives	6	3	4	5
weather	6	3	4	5
personally	6	3	4	5
picky	6	3	3	6
surely	6	3	1	8
goldfish	6	2	7	1
winter	6	2	7	1
district	6	2	5	3
lucky	6	2	4	4
wonderfully	6	2	4	4
lcd	6	2	4	4
martini	6	2	4	4
dinning	6	2	3	5
hip	6	2	3	5
shula	6	2	2	6
saved	6	2	1	7
whenever	6	2	1	7
drake	6	1	7	0
hesitation	6	1	7	0
leisure	6	1	6	1
aveda	6	1	6	1
suggestions	6	1	6	1
greeting	6	1	6	1
david	6	1	5	2
snack	6	1	5	2
centrally	6	1	4	3
sears	6	1	4	3
action	6	1	4	3
junior	6	1	3	4
memorable	6	1	3	4
tidy	6	1	3	4
kit	6	1	2	5
entertainment	6	1	1	6
yours	6	1	1	6
aspect	6	1	1	6
allergy	6	1	0	7
seats	6	0	6	0
cd	6	0	6	0
tastefully	6	0	5	1
burke	6	0	4	2
gourmet	6	0	3	3
traditional	6	0	2	4
exceeded	6	0	2	4
someone	5	80	38	47
smelled	5	57	14	48
smell	5	56	7	54
toilet	5	54	33	26
cleaned	5	48	11	42
smoke	5	45	14	36
bill	5	29	22	12
using	5	23	14	14
smaller	5	23	12	16
fee	5	22	11	16
white	5	21	20	6
woke	5	21	15	11
noisy	5	20	20	5
case	5	20	12	13
leaving	5	20	12	13
low	5	19	20	4
traffic	5	19	7	17
mattress	5	18	9	14
prior	5	17	21	1
tip	5	17	13	9
man	5	17	12	10
talking	5	17	6	16
taken	5	16	11	10
conditioner	5	16	10	11
doesn	5	15	14	6
please	5	15	11	9
anyway	5	14	12	7
dollars	5	14	11	8
gone	5	14	11	8
arrive	5	14	8	11
fridge	5	13	18	0
saying	5	13	13	5
office	5	13	9	9
entered	5	13	5	13
group	5	12	11	6
information	5	12	9	8
somewhat	5	12	9	8
couch	5	11	13	3
add	5	11	8	8
superior	5	11	8	8
lights	5	11	7	9
french	5	11	7	9
encountered	5	10	11	4
literally	5	10	10	5
middle	5	10	9	6
meet	5	10	8	7
contact	5	10	7	8
allowed	5	10	6	9
seasons	5	9	14	0
thru	5	9	14	0
ahead	5	9	7	7
wet	5	9	7	7
standards	5	9	6	8
shoes	5	8	11	2
attending	5	8	10	3
roof	5	8	10	3
mins	5	8	9	4
machines	5	8	9	4
mid	5	8	9	4
difference	5	8	8	5
steak	5	8	1	12
adults	5	7	10	2
toiletries	5	7	9	3
heat	5	7	9	3
date	5	7	8	4
reach	5	7	8	4
september	5	7	7	5
bunch	5	7	6	6
waiter	5	7	6	6
concerned	5	7	6	6
lit	5	7	5	7
terms	5	6	7	4
refrigerator	5	6	6	5
contemporary	5	6	4	7
advisor	5	5	10	0
updated	5	5	8	2
servers	5	5	8	2
st	5	5	8	2
consider	5	5	7	3
accomodating	5	5	7	3
particular	5	5	7	3
common	5	5	6	4
cake	5	5	6	4
honestly	5	5	5	5
miss	5	5	5	5
typical	5	5	5	5
industry	5	5	4	6
grocery	5	5	4	6
plush	5	5	2	8
bellmen	5	4	9	0
p	5	4	7	2
accessible	5	4	7	2
bartender	5	4	7	2
stocked	5	4	6	3
personnel	5	4	6	3
tea	5	4	6	3
bigger	5	4	5	4
appetizers	5	4	5	4
burger	5	4	4	5
meals	5	4	3	6
wood	5	4	3	6
spots	5	4	0	9
seating	5	3	7	1
hare	5	3	7	1
irish	5	3	6	2
milk	5	3	6	2
bargain	5	3	6	2
natural	5	3	6	2
august	5	3	5	3
overlooked	5	3	5	3
thursday	5	3	5	3
handy	5	3	5	3
exceptionally	5	3	5	3
among	5	3	4	4
feels	5	3	4	4
lets	5	3	4	4
alot	5	3	3	5
firm	5	3	3	5
delight	5	3	3	5
details	5	3	2	6
exercise	5	3	1	7
european	5	2	7	0
wear	5	2	6	1
beverages	5	2	6	1
cabs	5	2	6	1
weekends	5	2	5	2
boring	5	2	5	2
nightlife	5	2	5	2
ft	5	2	5	2
game	5	2	5	2
kitty	5	2	4	3
primehouse	5	2	4	3
travels	5	2	4	3
aside	5	2	4	3
chi	5	2	4	3
travelling	5	2	4	3
remodeled	5	2	3	4
unexpected	5	2	3	4
fluffy	5	2	2	5
rich	5	2	1	6
allergenic	5	2	1	6
asleep	5	2	1	6
loyalty	5	1	6	0
boarding	5	1	6	0
midway	5	1	5	1
gracious	5	1	5	1
comment	5	1	5	1
yummy	5	1	5	1
soaking	5	1	4	2
stores	5	1	4	2
europe	5	1	4	2
welcomed	5	1	4	2
importantly	5	1	4	2
steakhouse	5	1	3	3
cleanest	5	1	2	4
penny	5	1	1	5
exquisite	5	1	0	6
yoga	5	1	0	6
cruise	5	0	5	0
factory	5	0	5	0
cookies	5	0	4	1
enormous	5	0	4	1
bose	5	0	4	1
magnificient	5	0	4	1
greatest	5	0	4	1
unbeatable	5	0	3	2
sq	5	0	3	2
crisp	5	0	2	3
phenomenal	5	0	2	3
amazingly	5	0	2	3
clubs	5	0	2	3
smooth	5	0	2	3
impeccably	5	0	0	5
ball	5	0	0	5
